Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
107  ,100,17079,15568,30957,31700,32948,1512,34877,28.000%,.35328,0.14,0.66
108  ,100,17629,16247,30735,30937,31094,1400,31452,25.000%,.32301,0.11,0.13
Goals,100,27455,30709,30975,31622,32356,6667,32415,64.000%,.29585,0.20,0.12
111  ,100,27455,30709,30975,31622,32356,6667,32415,64.000%,.29585,0.20,0.12
 Sweat it out goal,100,23952,28596,30722,30773,30975,3169,31453,35.000%,.27624,0.11,0.12
116  ,100,23952,28596,30722,30773,30975,3169,31453,35.000%,.27624,0.11,0.12
Activity-dancing  ,100,22322,23859,30754,30783,30913,3634,30935,18.000%,.26495,0.07,0.15
 Activity-walking,100,19867,17786,30725,30774,30941,7000,30965,18.000%,.24922,0.07,0.14
Activity-swimming,100,21986,21774,30879,30918,30935,7615,30940,27.000%,.24863,0.08,0.14
132  ,100,64175,62220,85556,89509,92433,35013,92521,46.000%,.22777,0.20,0.38
goals score,100,29725,30701,30930,30972,31115,21641,31789,72.000%,.24865,0.17,0.10
144  ,100,29725,30701,30930,30972,31115,21641,31789,72.000%,.24865,0.17,0.10
mindfulness goal,100,23561,26055,30739,30917,30962,1462,31031,24.000%,.24853,0.09,0.11
145  ,100,23561,26055,30739,30917,30962,1462,31031,24.000%,.24853,0.09,0.11
meditaion activity,100,25635,28249,30906,30921,30939,9878,30972,42.000%,.23463,0.09,0.13
Deep breathing activity,100,25588,29557,30916,30936,31014,5863,31897,46.000%,.22690,0.10,0.13
 progressive relaxation,100,21989,18258,30919,30928,30950,5599,31114,38.000%,.21946,0.08,0.13
150  ,100,73212,72677,92290,92413,92520,51038,92554,77.000%,.20498,0.25,0.34
goals score ,100,29798,30719,30925,30938,31644,17558,31670,83.000%,.21934,0.15,0.09
163  ,100,29798,30719,30925,30938,31644,17558,31670,83.000%,.21934,0.15,0.09
hydration 4 eat fit,100,29102,30897,30944,30970,31000,2874,31008,85.000%,.21944,0.14,0.11
proteins ,100,28854,30685,30931,30934,30954,4946,31108,82.000%,.21933,0.13,0.11
proteins  ,100,30422,30910,30942,30945,31029,13468,31049,86.000%,.21335,0.13,0.11
164  ,100,88379,92420,92567,92580,92634,54826,92671,97.000%,.19331,0.36,0.29
199  goals score overall,100,30767,30702,30922,30935,30991,30634,31022,100.000%,.20569,0.14,0.08
199  ,100,30767,30702,30922,30935,30991,30634,31022,100.000%,.20569,0.14,0.08
vitals screen,100,30172,30891,30928,30942,30946,16997,31018,90.000%,.21046,0.14,0.08
200  ,100,30172,30891,30928,30942,30946,16997,31018,90.000%,.21046,0.14,0.08
linked email id with vital,100,30583,30694,30924,30931,30942,12865,31682,99.000%,.21877,0.15,0.09
202  ,100,30583,30694,30924,30931,30942,12865,31682,99.000%,.21877,0.15,0.09
steps count history,100,160,145,203,222,263,129,305,100.000%,.23452,0.19,0.14
207  ,100,160,145,203,222,263,129,305,100.000%,.23452,0.19,0.14
heart rate history,100,67,56,105,115,128,50,133,100.000%,.23462,0.19,0.14
211  ,100,67,56,105,115,128,50,133,100.000%,.23462,0.19,0.14
calories burnt history ,100,67,55,109,116,144,50,148,100.000%,.23461,0.19,0.14
213  ,100,67,55,109,116,144,50,148,100.000%,.23461,0.19,0.14
distance history,100,63,54,104,113,119,50,120,100.000%,.23462,0.19,0.14
215  ,100,63,54,104,113,119,50,120,100.000%,.23462,0.19,0.14
settings page,100,29730,30870,30921,30927,30948,1009,30969,89.000%,.23409,0.15,0.09
217  ,100,29730,30870,30921,30927,30948,1009,30969,89.000%,.23409,0.15,0.09
personal settings,100,29957,30667,30926,30933,30941,1397,30952,95.000%,.24998,0.17,0.10
219  ,100,29957,30667,30926,30933,30941,1397,30952,95.000%,.24998,0.17,0.10
DOB,100,29852,30884,30933,30953,30968,709,31087,96.000%,.26529,0.18,0.11
220  ,100,29852,30884,30933,30953,30968,709,31087,96.000%,.26528,0.18,0.11
set height,100,29188,30692,30919,30928,30975,238,31417,89.000%,.28847,0.19,0.12
222  ,100,29188,30692,30919,30928,30975,238,31417,89.000%,.28847,0.19,0.12
set weight,100,27536,30891,30949,30973,31018,227,31124,87.000%,.31625,0.20,0.13
223  ,100,27536,30891,30949,30973,31018,227,31124,87.000%,.31625,0.20,0.13
226  profile picture change gallary,100,100,96,110,123,145,90,146,0.000%,.35037,0.09,0.17
226  ,100,100,96,110,123,145,90,146,0.000%,.35036,0.09,0.17
image upload,100,781,662,691,713,4653,643,7938,100.000%,.34973,0.86,0.00
227  ,100,781,662,691,713,4653,643,7938,100.000%,.34973,0.86,0.00
logout,100,26691,30691,30926,30928,30952,643,30961,86.000%,.35016,0.22,0.12
247  ,100,26691,30691,30926,30928,30952,643,30961,86.000%,.35016,0.22,0.12
user count,100,26394,30884,30930,30937,30952,219,31068,83.000%,.39193,0.24,0.13
248  ,100,26394,30884,30930,30937,30952,219,31068,83.000%,.39193,0.24,0.13
login wit h google,100,26366,30693,30918,30932,31005,218,31119,82.000%,.44548,0.27,0.18
250  ,100,26366,30693,30918,30932,31005,218,31119,82.000%,.44548,0.27,0.18
check your wellness ,100,24660,30680,30938,30945,30987,219,31077,65.000%,.51545,0.37,0.18
question intropage,100,21633,27693,30908,30921,30936,261,30944,43.000%,.61225,2.33,0.21
256  ,100,46294,55735,61601,61619,61639,480,61741,67.000%,.51476,2.33,0.36
TOTAL,11100,15049,4087,30915,30952,85874,50,92671,40.856%,12.91781,14.37,7.82
