Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
235 /api/autoLogin,10,1045,947,1258,1258,1397,898,1397,0.000%,5.31632,1.58,2.00
237 /api/userCount,10,330,325,347,347,354,315,354,0.000%,11.83432,3.02,3.88
234 /v3.0/505343723293899/activities,10,1375,1299,1583,1583,1740,1234,1740,0.000%,4.55166,2.52,3.21
239 /api/userCount,20,1458,372,2758,2764,2779,309,2779,0.000%,6.55953,97.07,7.86
240 /api/theme/question,10,467,397,630,630,866,388,866,0.000%,10.71811,144.21,3.72
241 /api/theme/question,10,733,854,1085,1085,1087,395,1087,0.000%,7.19942,96.87,2.50
242 /api/theme/getSummary,10,444,314,766,766,768,306,768,0.000%,8.30565,6.03,2.90
243 /api/theme/getSummary,10,310,311,318,318,321,298,321,0.000%,12.73885,9.24,4.44
244 /api/theme/getSummary,10,309,306,320,320,321,297,321,0.000%,12.54705,9.10,4.37
251 /api/answer,20,1024,884,1372,1372,1372,849,1372,0.000%,11.93317,3.23,45.55
252 /api/userCount,20,1094,867,1685,1691,1743,327,1743,0.000%,8.81446,22.21,4.64
253 /api/getReport,10,862,866,885,885,890,819,890,0.000%,6.65779,30.16,2.63
254 /api/userCount,20,592,509,982,1035,1035,313,1035,0.000%,15.94896,4.07,5.23
255 /api/registrationValidation,20,725,551,1109,1145,1145,419,1145,0.000%,9.97009,2.78,4.27
256 /api/otp,20,425,347,697,728,728,226,728,0.000%,10.98298,2.80,4.17
257 /api/user,20,3570,3462,4017,4045,4045,3179,4045,0.000%,3.86922,1.48,1.99
258 /api/mapAnswerToUser,20,1077,881,1382,1458,1458,770,1458,0.000%,6.49351,3.37,2.80
261 /api/createUserVital,20,5084,1498,9693,9745,10313,343,10313,0.000%,1.71072,13.11,2.01
259 /api/dashboard/userData,10,2543,2872,3728,3728,3728,1062,3728,0.000%,1.50966,5.19,0.59
260 /api/getAssessmentList,10,2226,1958,2984,2984,3351,1703,3351,0.000%,1.28916,4.31,0.50
262 /api/getReport,10,2256,1831,4102,4102,4106,1341,4106,0.000%,1.31320,5.95,0.52
263 /api/getAssessmentList,10,1631,1434,2426,2426,2495,899,2495,0.000%,2.20313,7.47,0.86
266 /api/dashboard/userData,20,2906,1770,4726,4786,5303,778,5303,0.000%,2.57334,55.23,2.01
264 /api/getAssessmentList,10,1087,964,1406,1406,1420,840,1420,0.000%,2.82326,9.57,1.10
265 /api/goal/userGoals,10,2407,2459,2580,2580,2674,2057,2674,0.000%,1.98570,64.76,0.77
267 /api/theme/question,20,1183,1124,1337,1366,1366,1087,1366,0.000%,5.61956,91.91,1.95
268 /api/theme/question,20,1202,689,1930,2065,2104,395,2104,0.000%,4.70810,80.65,4.05
269 /api/userCount,10,338,333,355,355,387,318,387,0.000%,4.00160,1.02,1.31
271 /api/theme/getSummary,10,538,319,774,774,775,300,775,0.000%,4.05186,2.62,1.41
270 /api/theme/getSummary,10,548,351,775,775,845,307,845,0.000%,3.87898,2.51,1.35
272 /api/theme/getSummary,20,315,309,332,337,337,303,337,0.000%,8.13008,5.26,2.83
273 /api/answer,20,907,900,944,989,989,862,989,0.000%,6.63130,1.79,28.53
274 /api/getReport,20,2225,1296,3354,3389,3439,840,3439,0.000%,3.78644,31.89,2.98
275 /api/getAssessmentList,10,945,856,1284,1284,1364,801,1364,0.000%,3.19693,10.83,1.25
277 /api/dashboard/userData,10,1146,1227,1252,1252,1261,794,1261,0.000%,3.15756,10.93,1.24
278 /api/getAnswer,20,448,354,773,774,774,310,774,0.000%,7.65111,37.55,3.03
279 /api/theme/question,20,436,406,509,561,561,387,561,0.000%,7.58725,85.82,2.63
283 /api/theme/getSummary,20,3130,775,5740,5749,6005,304,6005,0.000%,2.60146,57.82,2.94
282 /api/dashboard/userData,10,940,820,1223,1223,1367,733,1367,0.000%,3.73692,12.93,1.46
281 /api/getAssessmentList,10,951,897,1244,1244,1298,801,1298,0.000%,3.22165,10.92,1.26
284 /api/dashboard/userData,10,1203,1239,1330,1330,1484,798,1484,0.000%,3.14762,10.89,1.23
280 /api/goal/userGoals,10,2077,1981,2367,2367,2484,1946,2484,0.000%,2.43605,79.45,0.94
286 /api/answer,20,1386,1379,1446,1548,1548,1282,1548,0.000%,5.79374,1.57,19.51
287 /api/dashboard/userData,20,1852,923,2935,2954,3029,749,3029,0.000%,4.00721,28.80,3.14
288 /api/getReport,10,1304,1291,1349,1349,1352,1261,1352,0.000%,2.92912,11.91,1.16
289 /api/getAssessmentList,10,811,807,838,838,839,785,839,0.000%,3.48189,11.80,1.36
