Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
235 /api/autoLogin,25,1118,982,1386,1647,2247,918,2247,0.000%,4.24665,1.26,1.60
237 /api/userCount,25,357,336,357,364,821,315,821,0.000%,5.37519,1.37,1.76
234 /v3.0/505343723293899/activities,25,1476,1324,1733,1994,3068,1238,3068,0.000%,3.86877,2.14,2.73
239 /api/userCount,50,1622,356,2990,3132,4626,319,4626,0.000%,7.05517,104.40,8.45
240 /api/theme/question,25,602,446,880,895,1422,398,1422,0.000%,5.08647,68.44,1.76
241 /api/theme/question,25,848,887,930,949,2431,388,2431,0.000%,4.73664,63.73,1.64
242 /api/theme/getSummary,25,392,330,432,802,830,309,830,0.000%,5.17384,3.75,1.80
243 /api/theme/getSummary,25,371,326,365,817,886,313,886,0.000%,5.23013,3.79,1.82
244 /api/theme/getSummary,25,366,326,361,788,788,303,788,0.000%,5.22248,3.79,1.82
251 /api/answer,50,923,868,1305,1312,1379,824,1379,0.000%,9.33881,2.53,35.65
252 /api/userCount,50,1461,887,2018,2214,7145,337,7145,0.000%,4.36872,11.01,2.30
253 /api/getReport,25,1466,826,1404,5657,6319,794,6319,0.000%,2.33231,10.56,0.92
254 /api/userCount,50,2184,380,5986,7245,15088,327,15088,0.000%,2.00056,0.51,0.66
255 /api/registrationValidation,50,3387,895,11114,13238,14572,383,14572,0.000%,1.95925,0.55,0.84
256 /api/otp,50,1538,722,4841,5507,6856,233,6856,0.000%,1.74119,0.44,0.66
257 /api/user,50,3436,1177,7684,8055,23264,627,23264,0.000%,1.01742,0.39,0.52
258 /api/mapAnswerToUser,50,4868,3943,12246,12268,12975,320,12975,0.000%,.97417,0.51,0.42
261 /api/createUserVital,50,28496,12417,72750,79671,104453,321,104453,2.000%,.39167,2.89,0.46
259 /api/dashboard/userData,25,9908,8401,19054,21273,25316,760,25316,0.000%,.28433,0.94,0.11
260 /api/getAssessmentList,25,12517,10821,21208,24576,30486,2793,30486,0.000%,.25082,0.81,0.10
262 /api/getReport,25,13495,12435,25051,29974,30899,2825,30899,4.000%,.25382,1.11,0.10
263 /api/getAssessmentList,25,12346,12036,17745,23540,24787,2770,24787,0.000%,.21989,0.71,0.09
266 /api/dashboard/userData,50,32908,27562,58863,64455,80402,2800,80402,12.000%,.38958,7.39,0.30
264 /api/getAssessmentList,25,14907,13459,25242,28163,30680,3178,30680,4.000%,.22214,0.70,0.09
265 /api/goal/userGoals,25,19848,17904,28666,30656,30869,8911,30869,12.000%,.21940,6.23,0.09
267 /api/theme/question,50,7719,5563,16007,18630,19741,1715,19741,0.000%,.49440,8.09,0.17
268 /api/theme/question,50,17369,13041,39368,39733,55794,1257,55794,0.000%,.47205,8.09,0.41
269 /api/userCount,25,6625,5079,12058,14335,15570,827,15570,0.000%,.29424,0.07,0.10
271 /api/theme/getSummary,25,4923,3254,8862,10634,12249,303,12249,0.000%,.30071,0.19,0.10
270 /api/theme/getSummary,25,4796,3597,8636,11206,11777,331,11777,0.000%,.30756,0.20,0.11
272 /api/theme/getSummary,50,4855,4252,8678,10855,10876,752,10876,0.000%,.58883,0.38,0.21
273 /api/answer,50,10774,7757,26636,30652,30687,1058,30687,8.000%,.43544,0.13,1.87
274 /api/getReport,50,15718,11190,31782,43061,58319,1203,58319,0.000%,.41478,3.43,0.33
275 /api/getAssessmentList,25,6578,4472,13150,21070,22138,828,22138,0.000%,.22439,0.73,0.09
