Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
334 /api/goal/userGoals,1,2544,2544,2544,2544,2544,2544,2544,0.000%,.39308,12.82,0.15
336 /api/goal/getFilteredRangeUserActivity,1,938,938,938,938,938,938,938,0.000%,1.06610,5.24,0.46
337 /api/goal/updateUserActivity,1,319,319,319,319,319,319,319,0.000%,3.13480,8.19,1.66
338 /api/goal/updateUserActivity,1,308,308,308,308,308,308,308,0.000%,3.24675,8.48,1.70
339 /api/goal/updateUserActivity,1,315,315,315,315,315,315,315,0.000%,3.17460,8.29,1.68
340 /api/goal/userGoals,1,2143,2143,2143,2143,2143,2143,2143,0.000%,.46664,15.22,0.18
344 /api/goal/updateUserActivity,1,796,796,796,796,796,796,796,0.000%,1.25628,3.28,0.67
341 /api/goal/userGoals,1,2170,2170,2170,2170,2170,2170,2170,0.000%,.46083,15.03,0.18
343 /api/goal/calculateuseractivity,1,1143,1143,1143,1143,1143,1143,1143,0.000%,.87489,3.60,0.35
342 /api/goal/userGoals,1,2176,2176,2176,2176,2176,2176,2176,0.000%,.45956,14.99,0.18
345 /api/goal/calculateuseractivity,1,1130,1130,1130,1130,1130,1130,1130,0.000%,.88496,3.65,0.35
347 /api/goal/calculateuseractivity,1,641,641,641,641,641,641,641,0.000%,1.56006,6.43,0.62
346 /api/goal/userGoals,1,2161,2161,2161,2161,2161,2161,2161,0.000%,.46275,15.09,0.18
348 /api/goal/calculateuseractivity,1,1679,1679,1679,1679,1679,1679,1679,0.000%,.59559,2.45,0.24
349 /api/goal/calculateuseractivity,2,628,628,628,628,628,628,628,0.000%,3.18471,13.12,1.27
350 /api/goal/getFilteredRangeUserActivity,2,79395,901,157890,157890,157890,901,157890,50.000%,.01266,9.71,0.34
351 /api/goal/updateUserActivity,1,309,309,309,309,309,309,309,0.000%,3.23625,11.87,1.58
352 /api/goal/updateUserActivity,1,312,312,312,312,312,312,312,0.000%,3.20513,11.76,1.57
353 /api/goal/updateUserActivity,1,301,301,301,301,301,301,301,0.000%,3.32226,12.19,1.62
354 /api/goal/updateUserActivity,1,310,310,310,310,310,310,310,0.000%,3.22581,11.84,1.58
355 /api/goal/updateUserActivity,1,729,729,729,729,729,729,729,0.000%,1.37174,5.03,0.67
356 /api/goal/updateUserActivity,1,308,308,308,308,308,308,308,0.000%,3.24675,11.91,1.58
358 /api/goal/updateUserActivity,1,307,307,307,307,307,307,307,0.000%,3.25733,11.95,1.59
357 /api/goal/updateUserActivity,1,298,298,298,298,298,298,298,0.000%,3.35570,12.31,1.64
359 /api/goal/updateUserActivity,1,306,306,306,306,306,306,306,0.000%,3.26797,11.99,1.59
360 /api/goal/updateUserActivity,1,305,305,305,305,305,305,305,0.000%,3.27869,12.03,1.60
363 /api/goal/updateUserActivity,1,756,756,756,756,756,756,756,0.000%,1.32275,4.85,0.65
362 /api/goal/updateUserActivity,1,313,313,313,313,313,313,313,0.000%,3.19489,11.72,1.56
361 /api/goal/updateUserActivity,1,308,308,308,308,308,308,308,0.000%,3.24675,11.91,1.59
364 /api/goal/calculateuseractivity,1,669,669,669,669,669,669,669,0.000%,1.49477,6.16,0.60
367 /api/goal/calculateuseractivity,1,1088,1088,1088,1088,1088,1088,1088,0.000%,.91912,3.79,0.37
368 /api/goal/calculateuseractivity,1,646,646,646,646,646,646,646,0.000%,1.54799,6.38,0.62
365 /api/goal/userGoals,1,2129,2129,2129,2129,2129,2129,2129,0.000%,.46970,15.32,0.18
366 /api/goal/userGoals,1,2599,2599,2599,2599,2599,2599,2599,0.000%,.38476,12.55,0.15
369 /api/goal/userGoals,1,2590,2590,2590,2590,2590,2590,2590,0.000%,.38610,12.59,0.15
371 /api/goal/updateUserActivity,1,750,750,750,750,750,750,750,0.000%,1.33333,4.89,0.66
370 /api/goal/updateUserActivity,1,316,316,316,316,316,316,316,0.000%,3.16456,11.61,1.57
372 /api/goal/calculateuseractivity,1,649,649,649,649,649,649,649,0.000%,1.54083,6.35,0.62
374 /api/goal/updateUserActivity,1,311,311,311,311,311,311,311,0.000%,3.21543,11.80,1.59
373 /api/goal/userGoals,1,2551,2551,2551,2551,2551,2551,2551,0.000%,.39200,12.79,0.15
375 /api/goal/updateUserActivity,1,752,752,752,752,752,752,752,0.000%,1.32979,4.88,0.65
377 /api/goal/updateUserActivity,1,312,312,312,312,312,312,312,0.000%,3.20513,11.76,1.59
376 /api/goal/updateUserActivity,1,306,306,306,306,306,306,306,0.000%,3.26797,11.99,1.61
378 /api/goal/calculateuseractivity,1,643,643,643,643,643,643,643,0.000%,1.55521,6.41,0.62
380 /api/goal/calculateuseractivity,1,1072,1072,1072,1072,1072,1072,1072,0.000%,.93284,3.84,0.37
381 /api/goal/calculateuseractivity,1,650,650,650,650,650,650,650,0.000%,1.53846,6.34,0.61
379 /api/goal/userGoals,1,2121,2121,2121,2121,2121,2121,2121,0.000%,.47148,15.38,0.18
382 /api/goal/userGoals,1,2585,2585,2585,2585,2585,2585,2585,0.000%,.38685,12.62,0.15
383 /api/goal/userGoals,1,3215,3215,3215,3215,3215,3215,3215,0.000%,.31104,10.14,0.12
384 /api/goal/calculateuseractivity,1,1144,1144,1144,1144,1144,1144,1144,0.000%,.87413,3.60,0.35
386 /api/goal/calculateuseractivity,1,663,663,663,663,663,663,663,0.000%,1.50830,6.21,0.60
385 /api/goal/userGoals,1,2154,2154,2154,2154,2154,2154,2154,0.000%,.46425,15.14,0.18
387 /api/goal/userGoals,1,2639,2639,2639,2639,2639,2639,2639,0.000%,.37893,12.36,0.15
388 /api/goal/calculateuseractivity,1,1211,1211,1211,1211,1211,1211,1211,0.000%,.82576,3.40,0.33
390 /api/goal/calculateuseractivity,1,715,715,715,715,715,715,715,0.000%,1.39860,5.76,0.56
389 /api/goal/userGoals,1,2166,2166,2166,2166,2166,2166,2166,0.000%,.46168,15.06,0.18
391 /api/goal/userGoals,1,2657,2657,2657,2657,2657,2657,2657,0.000%,.37636,12.28,0.15
392 /api/goal/calculateuseractivity,1,1104,1104,1104,1104,1104,1104,1104,0.000%,.90580,3.73,0.36
393 /api/goal/userGoals,1,2590,2590,2590,2590,2590,2590,2590,0.000%,.38610,12.59,0.15
394 /api/goal/calculateuseractivity,1,1124,1124,1124,1124,1124,1124,1124,0.000%,.88968,3.67,0.36
395 /api/goal/userGoals,1,2178,2178,2178,2178,2178,2178,2178,0.000%,.45914,14.97,0.18
396 /api/goal/calculateuseractivity,1,1429,1429,1429,1429,1429,1429,1429,0.000%,.69979,2.88,0.28
397 /api/goal/userGoals,1,3092,3092,3092,3092,3092,3092,3092,0.000%,.32342,10.55,0.13
398 /api/goal/calculateuseractivity,1,2110,2110,2110,2110,2110,2110,2110,0.000%,.47393,1.95,0.19
399 /api/goal/userGoals,1,2636,2636,2636,2636,2636,2636,2636,0.000%,.37936,12.37,0.15
400 /api/goal/calculateuseractivity,1,1668,1668,1668,1668,1668,1668,1668,0.000%,.59952,2.47,0.24
402 /api/goal/calculateuseractivity,1,980,980,980,980,980,980,980,0.000%,1.02041,4.20,0.41
401 /api/goal/userGoals,1,2632,2632,2632,2632,2632,2632,2632,0.000%,.37994,12.39,0.15
404 /api/goal/calculateuseractivity,1,1155,1155,1155,1155,1155,1155,1155,0.000%,.86580,3.57,0.35
403 /api/goal/userGoals,1,2818,2818,2818,2818,2818,2818,2818,0.000%,.35486,11.57,0.14
405 /api/goal/userGoals,1,2652,2652,2652,2652,2652,2652,2652,0.000%,.37707,12.30,0.15
406 /api/goal/calculateuseractivity,1,1394,1394,1394,1394,1394,1394,1394,0.000%,.71736,2.96,0.29
407 /api/goal/userGoals,1,2834,2834,2834,2834,2834,2834,2834,0.000%,.35286,11.51,0.14
409 /api/goal/updateUserActivity,1,770,770,770,770,770,770,770,0.000%,1.29870,4.76,0.63
408 /api/goal/getFilteredRangeUserActivity,1,503,503,503,503,503,503,503,0.000%,1.98807,9.78,0.86
410 /api/goal/updateUserActivity,1,325,325,325,325,325,325,325,0.000%,3.07692,11.29,1.50
411 /api/goal/updateUserActivity,1,310,310,310,310,310,310,310,0.000%,3.22581,11.84,1.58
412 /api/goal/updateUserActivity,1,311,311,311,311,311,311,311,0.000%,3.21543,11.80,1.57
413 /api/goal/updateUserActivity,1,762,762,762,762,762,762,762,0.000%,1.31234,4.81,0.64
414 /api/goal/updateUserActivity,1,311,311,311,311,311,311,311,0.000%,3.21543,11.80,1.57
415 /api/goal/updateUserActivity,1,314,314,314,314,314,314,314,0.000%,3.18471,11.68,1.55
416 /api/goal/updateUserActivity,1,315,315,315,315,315,315,315,0.000%,3.17460,11.65,1.55
418 /api/goal/updateUserActivity,1,319,319,319,319,319,319,319,0.000%,3.13480,11.50,1.53
417 /api/goal/updateUserActivity,1,778,778,778,778,778,778,778,0.000%,1.28535,4.72,0.63
419 /api/goal/updateUserActivity,1,313,313,313,313,313,313,313,0.000%,3.19489,11.72,1.56
420 /api/goal/updateUserActivity,1,313,313,313,313,313,313,313,0.000%,3.19489,11.72,1.56
421 /api/goal/updateUserActivity,1,318,318,318,318,318,318,318,0.000%,3.14465,11.54,1.56
423 /api/goal/updateUserActivity,1,326,326,326,326,326,326,326,0.000%,3.06748,11.25,1.52
422 /api/goal/updateUserActivity,1,801,801,801,801,801,801,801,0.000%,1.24844,4.58,0.61
424 /api/goal/updateUserActivity,1,318,318,318,318,318,318,318,0.000%,3.14465,11.54,1.56
425 /api/goal/updateUserActivity,1,324,324,324,324,324,324,324,0.000%,3.08642,11.32,1.52
426 /api/goal/calculateuseractivity,1,665,665,665,665,665,665,665,0.000%,1.50376,6.20,0.60
427 /api/goal/calculateuseractivity,1,1084,1084,1084,1084,1084,1084,1084,0.000%,.92251,3.80,0.37
431 /sync/i/s?hl=en_IN&c=5,1,44,44,44,44,44,44,44,100.000%,22.72727,36.67,0.00
428 /api/goal/userGoals,1,2129,2129,2129,2129,2129,2129,2129,0.000%,.46970,15.32,0.18
430 /api/goal/calculateuseractivity,1,1085,1085,1085,1085,1085,1085,1085,0.000%,.92166,3.80,0.37
429 /api/goal/userGoals,1,2579,2579,2579,2579,2579,2579,2579,0.000%,.38775,12.65,0.15
432 /api/goal/userGoals,1,2605,2605,2605,2605,2605,2605,2605,0.000%,.38388,12.52,0.15
433 /api/goal/calculateuseractivity,1,1111,1111,1111,1111,1111,1111,1111,0.000%,.90009,3.71,0.36
435 /api/goal/calculateuseractivity,1,668,668,668,668,668,668,668,0.000%,1.49701,6.17,0.60
436 /api/goal/userGoals,1,2354,2354,2354,2354,2354,2354,2354,0.000%,.42481,13.86,0.16
437 /api/goal/calculateuseractivity,1,1119,1119,1119,1119,1119,1119,1119,0.000%,.89366,3.68,0.36
434 /api/goal/userGoals,1,2135,2135,2135,2135,2135,2135,2135,0.000%,.46838,15.28,0.18
438 /api/goal/userGoals,1,2836,2836,2836,2836,2836,2836,2836,0.000%,.35261,11.50,0.14
439 /api/dashboard/userData,1,1228,1228,1228,1228,1228,1228,1228,0.000%,.81433,2.82,0.32
440 /api/goal/getFilteredRangeUserActivity,1,485,485,485,485,485,485,485,0.000%,2.06186,10.14,0.89
441 /api/goal/calculateuseractivity,1,688,688,688,688,688,688,688,0.000%,1.45349,5.99,0.58
442 /api/goal/userGoals,1,2575,2575,2575,2575,2575,2575,2575,0.000%,.38835,12.67,0.15
443 /api/goal/calculateuseractivity,1,1124,1124,1124,1124,1124,1124,1124,0.000%,.88968,3.67,0.36
445 /api/dashboard/userData,1,758,758,758,758,758,758,758,0.000%,1.31926,4.57,0.52
446 /api/getAssessmentList,1,806,806,806,806,806,806,806,0.000%,1.24069,4.20,0.48
444 /api/goal/userGoals,1,2638,2638,2638,2638,2638,2638,2638,0.000%,.37908,12.36,0.15
447 /api/goal/userGoals,1,2625,2625,2625,2625,2625,2625,2625,0.000%,.38095,12.42,0.15
448 /api/dashboard/userData,1,1200,1200,1200,1200,1200,1200,1200,0.000%,.83333,2.88,0.33
451 /api/user/id,1,309,309,309,309,309,309,309,0.000%,3.23625,2.61,1.22
449 /api/theme/getWellnessAssessment,1,716,716,716,716,716,716,716,0.000%,1.39665,0.84,0.56
450 /api/theme/getWellnessAssessment,1,1180,1180,1180,1180,1180,1180,1180,0.000%,.84746,0.51,0.34
452 /api/goal/calculateuseractivity,1,686,686,686,686,686,686,686,0.000%,1.45773,6.01,0.58
456 /api/goal/calculateuseractivity,1,692,692,692,692,692,692,692,0.000%,1.44509,5.95,0.58
453 /api/goal/userGoals,1,3587,3587,3587,3587,3587,3587,3587,0.000%,.27878,9.09,0.11
455 /api/goal/calculateuseractivity,1,1139,1139,1139,1139,1139,1139,1139,0.000%,.87796,3.62,0.35
454 /api/goal/userGoals,1,2144,2144,2144,2144,2144,2144,2144,0.000%,.46642,15.21,0.18
458 /api/zul/getLeaderBoard,1,951,951,951,951,951,951,951,0.000%,1.05152,4.98,0.41
457 /api/goal/userGoals,1,2302,2302,2302,2302,2302,2302,2302,0.000%,.43440,14.17,0.17
459 /api/goal/calculateuseractivity,1,1503,1503,1503,1503,1503,1503,1503,0.000%,.66534,2.74,0.27
461 /api/goal/calculateuseractivity,1,788,788,788,788,788,788,788,0.000%,1.26904,5.23,0.51
460 /api/goal/userGoals,1,2622,2622,2622,2622,2622,2622,2622,0.000%,.38139,12.44,0.15
463 /api/goal/calculateuseractivity,1,1195,1195,1195,1195,1195,1195,1195,0.000%,.83682,3.45,0.33
465 /api/goal/calculateuseractivity,1,662,662,662,662,662,662,662,0.000%,1.51057,6.22,0.60
464 /api/goal/userGoals,1,2405,2405,2405,2405,2405,2405,2405,0.000%,.41580,13.56,0.16
462 /api/goal/userGoals,1,2679,2679,2679,2679,2679,2679,2679,0.000%,.37327,12.17,0.14
466 /api/goal/userGoals,1,2879,2879,2879,2879,2879,2879,2879,0.000%,.34734,11.33,0.13
467 /api/goal/calculateuseractivity,1,1088,1088,1088,1088,1088,1088,1088,0.000%,.91912,3.79,0.37
469 /api/goal/calculateuseractivity,1,642,642,642,642,642,642,642,0.000%,1.55763,6.42,0.62
468 /api/goal/userGoals,1,2120,2120,2120,2120,2120,2120,2120,0.000%,.47170,15.38,0.18
471 /api/theme/getWellnessAssessment,1,1196,1196,1196,1196,1196,1196,1196,0.000%,.83612,0.50,0.33
472 /api/user/id,1,320,320,320,320,320,320,320,0.000%,3.12500,2.52,1.18
470 /api/goal/userGoals,1,2385,2385,2385,2385,2385,2385,2385,0.000%,.41929,13.68,0.16
473 /api/user/id,1,1038,1038,1038,1038,1038,1038,1038,0.000%,.96339,0.78,0.36
474 /api/user/updateUserGender,1,311,311,311,311,311,311,311,0.000%,3.21543,2.59,1.31
475 /api/userData,1,309,309,309,309,309,309,309,0.000%,3.23625,2.61,1.30
476 /api/userData,1,308,308,308,308,308,308,308,0.000%,3.24675,2.62,1.30
477 /api/user/updateUserDob,2,309,309,309,309,309,309,309,0.000%,6.47249,5.22,2.63
478 /api/changePasscode,2,1119,1119,1119,1119,1119,1119,1119,0.000%,1.78571,0.52,0.76
479 /api/user/id,2,1242,324,2160,2160,2160,324,2160,0.000%,.92464,1.52,0.86
480 /api/theme/getWellnessAssessment,1,722,722,722,722,722,722,722,0.000%,1.38504,0.84,0.55
481 /api/user/id,1,792,792,792,792,792,792,792,0.000%,1.26263,1.02,0.48
482 /api/userCount,1,322,322,322,322,322,322,322,0.000%,3.10559,0.79,1.02
483 /api/userCount,2,327,327,327,327,327,327,327,0.000%,6.11621,1.56,2.01
484 /api/findUser,2,312,312,312,312,312,312,312,0.000%,6.38978,1.86,2.46
TOTAL,280,1874,834,2636,2879,7105,44,157890,0.714%,1.06654,17.53,0.89
